Datum	Energie DG Leistung	Energie EG Leistung
1356994863	 120.0 	 103.5
1356995462	 120.0 	 84.6
1356996062	 120.0 	 57.8
1356996662	 240.0 	 57.8
1356997262	 360.0 	 0.0
1356997862	 120.0 	 57.9
1356998462	 120.0 	 57.9
1356999062	 240.0 	 58.1
1356999662	 240.0 	 104.8
1357000262	 360.0 	 146.8
1357000862	 240.0 	 103.9
1357001462	 120.0 	 58.2
1357002062	 240.0 	 97.6
1357002662	 120.0 	 97.4
1357003262	 120.0 	 57.5
1357003862	 120.0 	 137.0
1357004462	 360.0 	 57.4
1357005062	 360.0 	 57.5
1357005662	 240.0 	 57.4
1357006262	 120.0 	 149.6
1357006862	 120.0 	 145.2
1357007462	 240.0 	 57.3
1357008062	 120.0 	 46.5
1357008662	 120.0 	 57.3
1357009262	 240.0 	 57.2
1357009862	 360.0 	 57.1
1357010462	 240.0 	 57.1
1357011062	 120.0 	 56.9
1357011662	 120.0 	 57.1
1357012262	 120.0 	 103.6
1357012862	 240.0 	 147.6
1357013462	 120.0 	 100.0
1357014062	 240.0 	 57.1
1357014662	 360.0 	 65.4
1357015262	 360.0 	 63.7
1357015862	 240.0 	 64.5
1357016462	 240.0 	 97.4
1357017062	 240.0 	 64.5
1357017662	 240.0 	 134.7
1357018262	 120.0 	 110.6
1357018862	 240.0 	 64.8
1357019462	 360.0 	 110.5
1357020062	 1080.0 	 166.0
1357020662	 480.0 	 1026.1
1357021262	 360.0 	 0.0
1357021862	 360.0 	 833.5
1357022462	 360.0 	 0.0
1357023062	 240.0 	 84.9
1357023662	 360.0 	 585.5
1357024262	 240.0 	 958.0
1357024862	 360.0 	 0.0
1357025462	 120.0 	 0.0
1357026062	 240.0 	 775.8
1357026662	 960.0 	 1639.7
1357027262	 960.0 	 0.0
1357027862	 1080.0 	 2095.3
1357028462	 1200.0 	 0.0
1357029062	 480.0 	 105.7
1357029662	 240.0 	 655.3
1357030262	 240.0 	 695.9
1357030862	 240.0 	 0.0
1357031462	 240.0 	 1136.8
1357032062	 240.0 	 847.2
1357032662	 120.0 	 0.0
1357033262	 360.0 	 0.0
1357033862	 240.0 	 335.9
1357034462	 120.0 	 2107.2
1357035062	 480.0 	 430.2
1357035662	 480.0 	 3211.2
1357036262	 240.0 	 2683.2
1357036862	 240.0 	 495.5
1357037462	 360.0 	 2605.1
1357038062	 240.0 	 567.8
1357038662	 240.0 	 0.0
1357039262	 240.0 	 823.6
1357039862	 120.0 	 562.6
1357040462	 240.0 	 944.7
1357041062	 360.0 	 147.4
1357041662	 240.0 	 101.7
1357042262	 240.0 	 102.1
1357042862	 480.0 	 102.3
1357043462	 480.0 	 130.0
1357044062	 240.0 	 128.3
1357044662	 360.0 	 97.2
1357045262	 360.0 	 90.0
1357045862	 480.0 	 236.3
1357046462	 480.0 	 247.2
1357047062	 360.0 	 368.9
1357047662	 240.0 	 446.0
1357048262	 240.0 	 403.8
1357048862	 480.0 	 327.3
1357049462	 240.0 	 328.8
1357050062	 240.0 	 361.3
1357050662	 240.0 	 331.2
1357051262	 240.0 	 360.5
1357051862	 240.0 	 379.7
1357052462	 360.0 	 377.0
1357053062	 240.0 	 417.2
1357053662	 240.0 	 392.2
1357054262	 360.0 	 263.4
1357054862	 480.0 	 303.4
1357055462	 600.0 	 255.8
1357056062	 720.0 	 178.3
1357056662	 480.0 	 305.0
1357057262	 480.0 	 306.8
1357057862	 480.0 	 315.5
1357058462	 480.0 	 387.8
1357059062	 960.0 	 0.0
1357059662	 480.0 	 2050.2
1357060262	 960.0 	 0.0
1357060862	 480.0 	 0.0
1357061462	 360.0 	 0.0
1357062062	 480.0 	 0.0
1357062662	 600.0 	 0.0
1357063262	 480.0 	 0.0
1357063862	 480.0 	 661.6
1357064462	 480.0 	 1161.0
1357065062	 360.0 	 495.5
1357065662	 360.0 	 0.0
1357066262	 600.0 	 1238.7
1357066862	 360.0 	 1572.4
1357067462	 240.0 	 0.0
1357068062	 360.0 	 432.3
1357068662	 240.0 	 432.4
1357069262	 240.0 	 433.8
1357069862	 360.0 	 430.7
1357070462	 240.0 	 501.3
1357071062	 240.0 	 494.2
1357071662	 360.0 	 391.7
1357072262	 240.0 	 240.2
1357072862	 360.0 	 264.2
1357073462	 720.0 	 261.7
1357074062	 480.0 	 274.3
1357074662	 480.0 	 216.5
1357075262	 600.0 	 170.4
1357075862	 480.0 	 171.6
1357076462	 600.0 	 221.9
1357077062	 600.0 	 215.7
1357077662	 480.0 	 213.7
1357078262	 120.0 	 135.3
1357078862	 120.0 	 94.4
1357079462	 240.0 	 100.8
1357080062	 120.0 	 101.3
1357080662	 240.0 	 55.7
1357081263	 120.0 	 55.8
1357081862	 120.0 	 55.9
1357082462	 240.0 	 56.1
1357083062	 120.0 	 56.1
1357083662	 240.0 	 56.1
1357084262	 240.0 	 102.0
1357084862	 120.0 	 99.2
1357085462	 120.0 	 102.9
1357086062	 240.0 	 101.2
1357086662	 120.0 	 55.9
1357087262	 240.0 	 56.5
1357087862	 120.0 	 56.3
1357088462	 240.0 	 56.2
1357089062	 240.0 	 55.3
1357089662	 360.0 	 55.3
1357090262	 360.0 	 55.8
1357090862	 240.0 	 0.0
1357091462	 120.0 	 152.3
1357092062	 120.0 	 99.5
1357092662	 240.0 	 0.0
1357093262	 240.0 	 55.4
1357093862	 240.0 	 55.4
1357094462	 240.0 	 44.6
1357095062	 240.0 	 55.2
1357095662	 360.0 	 55.2
1357096262	 240.0 	 55.1
1357096862	 120.0 	 139.7
1357097462	 120.0 	 137.9
1357098062	 240.0 	 93.4
1357098662	 240.0 	 55.0
1357099262	 360.0 	 102.0
1357099862	 240.0 	 98.9
1357100462	 120.0 	 68.6
1357101062	 240.0 	 55.4
1357101662	 240.0 	 55.3
1357102262	 120.0 	 55.3
1357102862	 120.0 	 140.9
1357103462	 240.0 	 108.0
1357104062	 120.0 	 63.5
1357104662	 120.0 	 63.2
1357105262	 240.0 	 63.3
1357105862	 240.0 	 63.3
1357106462	 480.0 	 92.8
1357107062	 360.0 	 148.3
1357107662	 360.0 	 147.9
1357108262	 360.0 	 622.7
1357108862	 120.0 	 1305.5
1357109462	 240.0 	 1340.2
1357110062	 120.0 	 852.8
1357110662	 240.0 	 0.0
1357111262	 240.0 	 235.8
1357111862	 360.0 	 1255.3
1357112462	 120.0 	 0.0
1357113062	 240.0 	 764.4
1357113662	 360.0 	 0.0
1357114262	 480.0 	 0.0
1357114862	 240.0 	 1411.2
1357115462	 360.0 	 1375.4
1357116062	 120.0 	 0.0
1357116662	 1560.0 	 0.0
1357117262	 240.0 	 0.0
1357117862	 480.0 	 1590.0
1357118462	 360.0 	 1057.6
1357119062	 240.0 	 0.0
1357119662	 240.0 	 0.0
1357120262	 240.0 	 1884.9
1357120862	 240.0 	 699.0
1357121462	 360.0 	 1340.2
1357122062	 240.0 	 0.0
1357122662	 360.0 	 635.3
1357123262	 360.0 	 1107.8
1357123862	 480.0 	 970.2
1357124462	 360.0 	 0.0
1357125062	 480.0 	 0.0
1357125662	 360.0 	 0.0
1357126262	 360.0 	 281.7
1357126862	 480.0 	 187.6
1357127462	 720.0 	 101.6
1357128062	 480.0 	 61.0
1357128662	 360.0 	 62.3
1357129262	 480.0 	 281.3
1357129862	 480.0 	 154.4
1357130462	 480.0 	 106.1
1357131062	 360.0 	 118.0
1357131662	 480.0 	 118.5
1357132262	 240.0 	 128.0
1357132862	 480.0 	 54.6
1357133462	 600.0 	 61.4
1357134062	 360.0 	 1248.3
1357134662	 360.0 	 192.8
1357135262	 480.0 	 187.0
1357135862	 600.0 	 196.7
1357136462	 480.0 	 224.7
1357137062	 360.0 	 271.2
1357137662	 480.0 	 239.0
1357138262	 480.0 	 226.1
1357138862	 480.0 	 124.3
1357139462	 480.0 	 151.4
1357140062	 480.0 	 175.5
1357140662	 480.0 	 1278.4
1357141262	 720.0 	 237.1
1357141862	 600.0 	 263.7
1357142462	 480.0 	 262.2
1357143062	 480.0 	 179.5
1357143662	 480.0 	 176.4
1357144262	 600.0 	 178.0
1357144862	 720.0 	 251.4
1357145462	 360.0 	 267.2
1357146062	 120.0 	 216.7
1357146662	 240.0 	 171.5
1357147262	 240.0 	 177.2
1357147862	 240.0 	 178.4
1357148462	 480.0 	 226.6
1357149062	 840.0 	 183.2
1357149662	 840.0 	 1199.0
1357150262	 600.0 	 1139.6
1357150862	 360.0 	 896.0
1357151462	 480.0 	 626.9
1357152062	 360.0 	 645.7
1357152662	 4800.0 	 275.9
1357153262	 2400.0 	 333.7
1357153862	 480.0 	 0.0
1357154462	 360.0 	 0.0
1357155062	 360.0 	 234.9
1357155662	 480.0 	 1271.3
1357156262	 480.0 	 1171.0
1357156862	 360.0 	 0.0
1357157462	 360.0 	 1375.4
1357158062	 480.0 	 0.0
1357158662	 360.0 	 1210.9
1357159262	 480.0 	 0.0
1357159862	 600.0 	 1627.5
1357160462	 480.0 	 0.0
1357161062	 240.0 	 401.5
1357161662	 2160.0 	 216.9
1357162262	 360.0 	 214.4
1357162862	 240.0 	 169.8
1357163462	 240.0 	 170.2
1357164062	 360.0 	 170.3
1357164662	 360.0 	 170.9
1357165262	 240.0 	 171.5
1357165862	 240.0 	 170.8
1357166462	 360.0 	 170.8
1357167062	 240.0 	 268.7
1357167663	 360.0 	 261.1
1357168262	 360.0 	 214.1
1357168862	 120.0 	 107.7
1357169462	 240.0 	 94.7
1357170062	 240.0 	 95.2
1357170662	 240.0 	 56.0
1357171262	 360.0 	 55.9
1357171862	 240.0 	 55.8
1357172462	 120.0 	 102.2
1357173062	 120.0 	 101.2
1357173662	 120.0 	 55.8
1357174262	 240.0 	 55.9
1357174862	 240.0 	 102.9
1357175462	 240.0 	 99.5
1357176062	 240.0 	 98.3
1357176662	 240.0 	 56.0
1357177262	 480.0 	 137.2
1357177862	 240.0 	 100.2
1357178462	 240.0 	 102.3
1357179062	 120.0 	 56.0
1357179662	 240.0 	 56.0
1357180262	 240.0 	 55.9
1357180862	 240.0 	 45.4
1357181462	 240.0 	 56.0
1357182062	 360.0 	 56.1
1357182662	 120.0 	 101.2
1357183262	 120.0 	 98.8
1357183862	 120.0 	 102.4
1357184462	 240.0 	 100.4
1357185062	 360.0 	 56.1
1357185662	 480.0 	 62.3
1357186262	 240.0 	 62.8
1357186862	 240.0 	 62.7
1357187462	 120.0 	 0.0
1357188062	 240.0 	 55.5
1357188662	 120.0 	 55.3
1357189262	 360.0 	 169.8
1357189862	 240.0 	 186.1
1357190462	 120.0 	 106.3
1357191062	 120.0 	 105.2
1357191662	 120.0 	 64.5
1357192262	 240.0 	 63.6
1357192862	 480.0 	 64.0
1357193462	 360.0 	 65.8
1357194062	 240.0 	 93.8
1357194662	 120.0 	 196.5
1357195262	 360.0 	 165.9
1357195862	 240.0 	 0.0
1357196462	 120.0 	 528.4
1357197062	 240.0 	 0.0
1357197662	 240.0 	 0.0
1357198262	 360.0 	 311.5
1357198862	 120.0 	 1411.2
1357199462	 1080.0 	 628.8
1357200062	 1320.0 	 537.4
1357200662	 960.0 	 330.6
1357201262	 1200.0 	 29.8
1357201862	 2160.0 	 91.3
1357202462	 1200.0 	 2568.2
1357203062	 1320.0 	 0.0
1357203662	 1320.0 	 227.8
1357204262	 1320.0 	 1191.3
1357204862	 1560.0 	 611.1
1357205462	 1200.0 	 1570.9
1357206062	 2400.0 	 1473.0
1357206662	 1200.0 	 2928.2
1357207262	 960.0 	 1399.1
1357207862	 960.0 	 521.7
1357208462	 1080.0 	 355.9
1357209062	 1200.0 	 836.9
1357209662	 1200.0 	 0.0
1357210262	 1200.0 	 0.0
1357210862	 1080.0 	 1491.1
1357211462	 1080.0 	 0.0
1357212062	 960.0 	 0.0
1357212662	 1200.0 	 8.1
1357213262	 240.0 	 865.7
1357213862	 360.0 	 96.2
1357214462	 360.0 	 60.9
1357215062	 240.0 	 61.3
1357215662	 360.0 	 61.7
1357216262	 480.0 	 61.4
1357216862	 360.0 	 105.0
1357217462	 480.0 	 96.9
1357218062	 360.0 	 140.5
1357218662	 480.0 	 98.4
1357219262	 600.0 	 249.5
1357219862	 480.0 	 308.1
1357220462	 600.0 	 343.1
1357221062	 720.0 	 307.0
1357221662	 720.0 	 270.4
1357222262	 600.0 	 203.6
1357222862	 600.0 	 259.8
1357223462	 600.0 	 192.9
1357224062	 600.0 	 219.2
1357224662	 480.0 	 460.1
1357225262	 480.0 	 456.3
1357225862	 480.0 	 453.3
1357226462	 480.0 	 263.8
1357227062	 720.0 	 277.7
1357227662	 840.0 	 275.3
1357228622	 600.0 	 314.8
1357229222	 360.0 	 390.8
1357229822	 360.0 	 211.8
1357230541	 480.0 	 289.0
1357231141	 600.0 	 239.3
1357231741	 600.0 	 203.4
1357232341	 480.0 	 258.0
1357232941	 480.0 	 259.8
1357233541	 1320.0 	 0.0
1357234141	 1680.0 	 1677.9
1357234741	 2040.0 	 2009.0
1357235341	 3360.0 	 2023.2
1357235941	 2040.0 	 1590.0
1357236541	 1440.0 	 0.0
1357237141	 480.0 	 0.0
1357237741	 360.0 	 751.3
1357238341	 480.0 	 727.5
1357238941	 480.0 	 185.9
1357239541	 720.0 	 186.2
1357240141	 360.0 	 185.7
1357240741	 480.0 	 185.0
1357241341	 600.0 	 265.9
1357241941	 480.0 	 195.3
1357242541	 480.0 	 194.0
1357243141	 600.0 	 2045.5
1357243741	 1200.0 	 57.6
1357244341	 360.0 	 726.9
1357244941	 600.0 	 727.5
1357245541	 360.0 	 366.9
1357246141	 600.0 	 535.3
1357246741	 360.0 	 180.0
1357247341	 480.0 	 194.6
1357247941	 360.0 	 185.6
1357248541	 480.0 	 225.4
1357249141	 360.0 	 231.0
1357249741	 600.0 	 185.9
1357250341	 360.0 	 175.7
1357250941	 240.0 	 140.6
1357251541	 120.0 	 137.7
1357252141	 120.0 	 56.7
1357252741	 120.0 	 56.5
1357253341	 360.0 	 56.8
1357253942	 240.0 	 102.8
1357254541	 240.0 	 51.0
1357255141	 120.0 	 56.3
1357255741	 240.0 	 56.1
1357256341	 240.0 	 56.5
1357256941	 240.0 	 56.6
1357257541	 240.0 	 56.5
1357258141	 120.0 	 56.7
1357258741	 120.0 	 101.3
1357259341	 120.0 	 144.4
1357259941	 240.0 	 102.3
1357260541	 120.0 	 57.1
1357261141	 240.0 	 56.9
1357261741	 120.0 	 57.4
1357262341	 240.0 	 57.4
1357262941	 120.0 	 57.5
1357263541	 120.0 	 57.0
1357264141	 120.0 	 57.6
1357264741	 240.0 	 102.3
1357265341	 120.0 	 103.7
1357265941	 120.0 	 104.4
1357266541	 120.0 	 0.0
1357267141	 240.0 	 88.6
1357267741	 240.0 	 57.4
1357268341	 240.0 	 57.4
1357268941	 120.0 	 96.4
1357269541	 240.0 	 96.4
1357270141	 240.0 	 57.1
1357270741	 240.0 	 103.7
1357271341	 240.0 	 101.5
1357271941	 240.0 	 56.9
1357272541	 240.0 	 56.4
1357273141	 120.0 	 56.4
1357273741	 120.0 	 102.8
1357274341	 120.0 	 99.4
1357274941	 120.0 	 98.4
1357275541	 360.0 	 0.0
1357276141	 360.0 	 110.3
1357276741	 120.0 	 110.3
1357277341	 120.0 	 0.0
1357277941	 240.0 	 64.7
1357278541	 120.0 	 64.8
1357279141	 120.0 	 66.6
1357279741	 240.0 	 94.4
1357280341	 360.0 	 86.5
1357280941	 480.0 	 136.9
1357281541	 480.0 	 282.0
1357282141	 360.0 	 186.9
1357282741	 240.0 	 419.2
1357283341	 360.0 	 187.5
1357283941	 600.0 	 0.0
1357284541	 480.0 	 367.5
1357285141	 480.0 	 0.0
1357285741	 360.0 	 751.3
1357286341	 360.0 	 275.6
1357286941	 240.0 	 187.5
1357287541	 360.0 	 391.3
1357288141	 480.0 	 186.9
1357288741	 360.0 	 186.9
1357289341	 360.0 	 571.3
1357289941	 480.0 	 751.3
1357290541	 360.0 	 367.5
1357291141	 600.0 	 360.0
1357291741	 360.0 	 727.5
1357292341	 240.0 	 727.5
1357292941	 240.0 	 540.0
1357293541	 360.0 	 613.6
1357294141	 1680.0 	 0.0
1357294741	 360.0 	 1050.0
1357295341	 480.0 	 367.5
1357295941	 360.0 	 243.5
1357296541	 480.0 	 291.4
1357297141	 480.0 	 287.7
1357297741	 480.0 	 332.0
1357298341	 360.0 	 618.1
1357298941	 240.0 	 242.2
1357299541	 480.0 	 360.5
1357300141	 2520.0 	 243.4
1357300741	 2280.0 	 225.4
1357301341	 360.0 	 214.3
1357301941	 600.0 	 212.6
1357302541	 360.0 	 106.9
1357303141	 360.0 	 219.7
1357303741	 360.0 	 334.9
1357304341	 1680.0 	 410.6
1357304941	 600.0 	 314.4
1357305541	 240.0 	 271.7
1357306141	 120.0 	 244.0
1357306741	 360.0 	 1339.3
1357307341	 240.0 	 1372.0
1357307941	 360.0 	 325.1
1357308541	 120.0 	 327.0
1357309141	 240.0 	 320.5
1357309741	 120.0 	 289.2
1357310341	 360.0 	 241.9
1357310941	 360.0 	 246.7
1357311541	 360.0 	 331.8
1357312141	 240.0 	 374.9
1357312741	 240.0 	 592.1
1357313341	 360.0 	 321.4
1357313941	 240.0 	 318.8
1357314541	 120.0 	 459.2
1357315141	 240.0 	 378.9
1357315741	 480.0 	 417.3
1357316341	 360.0 	 751.3
1357316941	 360.0 	 907.5
1357317541	 360.0 	 751.3
1357318141	 360.0 	 751.3
1357318741	 480.0 	 1987.5
1357319341	 480.0 	 1153.6
1357319941	 720.0 	 366.9
1357320541	 600.0 	 206.7
1357321141	 720.0 	 95.3
1357321741	 720.0 	 751.3
1357322341	 720.0 	 0.0
1357322941	 480.0 	 547.5
1357323541	 480.0 	 751.3
1357324141	 720.0 	 366.9
1357324741	 2400.0 	 573.2
1357325341	 3000.0 	 855.9
1357325941	 360.0 	 571.3
1357326541	 720.0 	 0.0
1357327141	 600.0 	 345.0
1357327741	 480.0 	 340.8
1357328341	 600.0 	 297.6
1357328941	 480.0 	 296.8
1357329541	 720.0 	 275.0
1357330141	 480.0 	 277.8
1357330741	 360.0 	 325.1
1357331341	 360.0 	 326.1
1357331941	 480.0 	 278.4
1357332541	 600.0 	 275.7
1357333141	 600.0 	 279.1
1357333741	 600.0 	 269.1
1357334341	 480.0 	 316.0
1357334941	 480.0 	 312.4
1357335541	 240.0 	 272.4
1357336141	 240.0 	 268.5
1357336741	 360.0 	 317.7
1357337341	 240.0 	 317.8
1357337941	 120.0 	 272.4
1357338541	 240.0 	 273.0
1357339141	 120.0 	 178.8
1357339741	 120.0 	 179.1
1357340342	 240.0 	 141.5
1357340941	 240.0 	 141.0
1357341541	 360.0 	 141.0
1357342141	 240.0 	 235.8
1357342741	 120.0 	 232.2
1357343341	 120.0 	 143.3
1357343941	 120.0 	 143.2
1357344541	 120.0 	 142.9
1357345141	 120.0 	 143.1
1357345741	 240.0 	 143.1
1357346341	 240.0 	 143.7
1357346941	 360.0 	 72.0
1357347541	 360.0 	 190.3
1357348141	 360.0 	 190.0
1357348741	 120.0 	 144.9
1357349341	 120.0 	 71.8
1357349941	 240.0 	 189.1
1357350541	 240.0 	 186.9
1357351141	 240.0 	 143.9
1357351741	 240.0 	 144.1
1357352341	 240.0 	 143.7
1357352941	 360.0 	 144.8
1357353541	 240.0 	 180.8
1357354141	 120.0 	 188.7
1357354741	 240.0 	 143.7
1357355341	 240.0 	 142.8
1357355941	 120.0 	 142.8
1357356541	 0.0 	 193.2
1357357141	 120.0 	 142.8
1357357741	 120.0 	 188.8
1357358341	 120.0 	 186.2
1357358941	 120.0 	 188.4
1357359541	 240.0 	 187.2
1357360141	 240.0 	 142.7
1357360741	 360.0 	 142.4
1357361341	 240.0 	 142.4
1357361941	 240.0 	 142.4
1357362541	 120.0 	 181.8
1357363141	 360.0 	 181.4
1357363741	 240.0 	 209.3
1357364341	 120.0 	 181.4
1357364941	 120.0 	 226.8
1357365541	 120.0 	 231.0
1357366141	 120.0 	 184.4
1357366741	 120.0 	 189.4
1357367341	 360.0 	 188.4
1357367941	 600.0 	 187.8
1357368541	 360.0 	 296.8
1357369141	 480.0 	 196.7
1357369741	 360.0 	 189.7
1357370341	 2040.0 	 149.4
1357370941	 240.0 	 240.4
1357371541	 240.0 	 198.6
1357372142	 360.0 	 296.0
1357372743	 360.0 	 922.6
1357373342	 360.0 	 1277.3
1357373942	 600.0 	 571.3
1357374542	 720.0 	 1153.6
1357375142	 480.0 	 186.9
1357375741	 360.0 	 1800.0
1357376341	 2520.0 	 3339.3
1357376941	 480.0 	 1627.5
1357377541	 600.0 	 1980.0
1357378143	 480.0 	 2191.3
1357378741	 480.0 	 2233.6
1357379341	 480.0 	 2053.6
1357379941	 360.0 	 751.3
1357380541	 360.0 	 727.5
1357381141	 480.0 	 360.0
1357381741	 480.0 	 186.9
1357382342	 360.0 	 1651.3
1357382942	 2160.0 	 1839.7
1357383542	 360.0 	 2053.6
1357384142	 360.0 	 1446.9
1357384741	 360.0 	 1446.9
1357385341	 1560.0 	 1080.0
1357385942	 1560.0 	 96.3
1357386543	 360.0 	 379.7
1357387143	 600.0 	 0.0
1357387742	 720.0 	 366.9
1357388342	 480.0 	 168.8
1357388942	 480.0 	 180.0
1357389542	 720.0 	 0.0
1357390142	 240.0 	 63.2
1357390742	 360.0 	 63.0
1357391342	 480.0 	 63.1
1357391942	 480.0 	 109.2
1357392541	 480.0 	 389.3
1357393142	 360.0 	 152.0
1357393741	 480.0 	 161.2
1357394341	 360.0 	 71.2
1357394941	 480.0 	 294.5
1357395541	 240.0 	 67.3
1357396141	 240.0 	 117.9
1357396741	 240.0 	 254.5
1357397341	 360.0 	 155.2
1357397941	 360.0 	 113.9
1357398541	 240.0 	 67.2
1357399141	 240.0 	 65.8
1357399741	 480.0 	 67.2
1357400341	 600.0 	 232.0
1357400943	 480.0 	 1875.0
1357401543	 360.0 	 2205.9
1357402141	 720.0 	 1679.1
1357402741	 600.0 	 1730.8
1357403341	 480.0 	 1702.9
1357403941	 480.0 	 1693.3
1357404541	 3000.0 	 1730.8
1357405141	 3240.0 	 1425.7
1357405741	 480.0 	 0.0
1357406343	 480.0 	 367.5
1357406943	 360.0 	 0.0
1357407543	 720.0 	 0.0
1357408143	 840.0 	 751.3
1357408741	 600.0 	 209.1
1357409342	 720.0 	 1785.7
1357409941	 840.0 	 1626.9
1357410541	 720.0 	 1260.0
1357411141	 600.0 	 4.6
1357411741	 720.0 	 1800.0
1357412342	 600.0 	 1806.9
1357412942	 720.0 	 186.9
1357413542	 600.0 	 94.7
1357414142	 720.0 	 292.2
1357414742	 360.0 	 240.9
1357415342	 360.0 	 204.5
1357415942	 600.0 	 203.4
1357416542	 360.0 	 202.7
1357417142	 240.0 	 202.7
1357417742	 600.0 	 202.0
1357418342	 480.0 	 204.5
1357418942	 360.0 	 1939.7
1357419542	 840.0 	 1906.8
1357420142	 600.0 	 1785.7
1357420742	 480.0 	 1756.1
1357421342	 360.0 	 1757.8
1357421942	 480.0 	 1785.7
1357422542	 480.0 	 1679.1
1357423142	 360.0 	 1679.1
1357423742	 360.0 	 1704.5
1357424342	 0.0 	 291.4
1357424942	 240.0 	 138.9
1357425542	 120.0 	 143.3
1357426142	 240.0 	 81.9
1357426743	 240.0 	 109.9
1357427342	 240.0 	 103.9
1357427942	 360.0 	 102.1
1357428542	 240.0 	 59.5
1357429142	 120.0 	 59.3
1357429742	 120.0 	 59.5
1357430342	 240.0 	 106.8
1357430942	 120.0 	 104.2
1357431542	 120.0 	 59.9
1357432142	 120.0 	 59.8
1357432742	 240.0 	 59.6
1357433342	 480.0 	 59.6
1357433942	 240.0 	 59.7
1357434542	 120.0 	 107.2
1357435142	 120.0 	 103.7
1357435742	 240.0 	 149.2
1357436342	 240.0 	 104.4
1357436942	 120.0 	 60.0
1357437542	 120.0 	 60.1
1357438142	 240.0 	 59.0
1357438742	 360.0 	 59.0
1357439342	 240.0 	 59.0
1357439942	 120.0 	 48.4
1357440542	 240.0 	 59.0
1357441142	 120.0 	 105.3
1357441742	 240.0 	 104.0
1357442342	 240.0 	 143.8
1357442942	 120.0 	 140.4
1357443542	 480.0 	 58.9
1357444142	 240.0 	 58.8
1357444742	 120.0 	 58.6
1357445342	 120.0 	 58.6
1357445942	 240.0 	 58.6
1357446542	 120.0 	 103.8
1357447142	 120.0 	 104.2
1357447742	 120.0 	 58.4
1357448342	 240.0 	 58.5
1357448942	 360.0 	 58.8
1357449542	 360.0 	 62.1
1357450142	 240.0 	 103.8
1357450742	 120.0 	 101.6
1357451342	 120.0 	 58.4
1357451942	 240.0 	 101.7
1357452542	 120.0 	 152.2
1357453142	 480.0 	 134.9
1357453742	 240.0 	 108.5
1357454342	 120.0 	 110.6
1357454942	 360.0 	 132.0
1357455542	 480.0 	 391.3
1357456142	 480.0 	 187.5
1357456742	 480.0 	 547.5
1357457342	 360.0 	 0.0
1357457942	 360.0 	 367.5
1357458542	 360.0 	 180.0
1357459142	 600.0 	 547.5
1357459742	 720.0 	 547.5
1357460342	 480.0 	 168.8
1357460942	 720.0 	 547.5
1357461542	 120.0 	 187.5
1357462142	 360.0 	 0.0
1357462742	 240.0 	 180.0
1357463342	 360.0 	 0.0
1357463942	 360.0 	 180.0
1357464541	 1800.0 	 0.0
1357465141	 2520.0 	 1293.2
1357465742	 480.0 	 973.6
1357466342	 720.0 	 751.3
1357466942	 480.0 	 360.0
1357467542	 480.0 	 180.0
1357468142	 480.0 	 0.0
1357468742	 480.0 	 360.0
1357469342	 480.0 	 360.0
1357469942	 360.0 	 793.6
1357470542	 960.0 	 571.3
1357471142	 2400.0 	 700.0
1357471742	 480.0 	 367.5
1357472342	 360.0 	 367.5
1357472942	 360.0 	 229.6
1357473542	 480.0 	 225.0
1357474142	 360.0 	 266.9
1357474742	 480.0 	 192.0
1357475342	 360.0 	 106.6
1357475942	 360.0 	 107.0
1357476542	 720.0 	 107.3
1357477142	 600.0 	 106.2
1357477742	 480.0 	 135.9
1357478342	 480.0 	 105.5
1357478942	 360.0 	 179.1
1357479542	 480.0 	 233.7
1357480142	 480.0 	 267.2
1357480742	 480.0 	 221.0
1357481342	 240.0 	 365.8
1357481942	 480.0 	 1973.7
1357482541	 1320.0 	 1664.3
1357483143	 360.0 	 1906.8
1357483741	 360.0 	 1906.8
1357484342	 480.0 	 353.8
1357484943	 480.0 	 160.7
1357485541	 480.0 	 244.2
1357486143	 480.0 	 2205.9
1357486741	 480.0 	 6.9
1357487341	 240.0 	 571.3
1357487941	 360.0 	 793.6
1357488541	 600.0 	 540.0
1357489141	 360.0 	 547.5
1357489741	 360.0 	 211.3
1357490341	 600.0 	 400.3
1357490941	 480.0 	 295.7
1357491541	 360.0 	 286.4
1357492141	 600.0 	 446.3
1357492741	 480.0 	 263.1
1357493341	 600.0 	 307.6
1357493941	 720.0 	 316.8
1357494541	 2520.0 	 413.5
1357495141	 3120.0 	 1958.6
1357495741	 3240.0 	 1677.9
1357496341	 720.0 	 1267.5
1357496941	 1800.0 	 645.7
1357497541	 360.0 	 248.8
1357498141	 480.0 	 2773.6
1357498741	 480.0 	 2120.1
1357499341	 480.0 	 489.4
1357499941	 480.0 	 565.3
1357500541	 600.0 	 318.6
1357501141	 480.0 	 346.2
1357501741	 720.0 	 322.1
1357502341	 480.0 	 435.3
1357502941	 360.0 	 456.0
1357503541	 600.0 	 451.8
1357504141	 600.0 	 354.8
1357504741	 480.0 	 284.3
1357505341	 480.0 	 290.4
1357505941	 480.0 	 376.2
1357506541	 600.0 	 403.8
1357507141	 480.0 	 315.1
1357507741	 360.0 	 324.6
1357508341	 240.0 	 434.4
1357508941	 240.0 	 403.7
1357509541	 240.0 	 225.4
1357510141	 120.0 	 205.3
1357510741	 120.0 	 146.3
1357511341	 120.0 	 144.2
1357511941	 120.0 	 149.4
1357512541	 240.0 	 148.2
1357513142	 240.0 	 63.2
