Datum	Energie DG Leistung	Energie EG Leistung 
1370048222	 240.0 	 103.3
1370048822	 360.0 	 103.5
1370049422	 120.0 	 105.0
1370050022	 120.0 	 67.4
1370050622	 120.0 	 58.6
1370051222	 360.0 	 58.5
1370051822	 360.0 	 58.5
1370052422	 240.0 	 58.4
1370053022	 240.0 	 100.8
1370053622	 240.0 	 50.1
1370054222	 240.0 	 104.2
1370054822	 240.0 	 58.3
1370055422	 120.0 	 58.3
1370056022	 240.0 	 103.1
1370056622	 120.0 	 51.5
1370057222	 240.0 	 51.8
1370057822	 120.0 	 51.9
1370058422	 240.0 	 51.9
1370059022	 240.0 	 102.3
1370059622	 240.0 	 139.4
1370060222	 120.0 	 96.6
1370060822	 360.0 	 51.6
1370061422	 240.0 	 51.9
1370062022	 360.0 	 51.9
1370062622	 120.0 	 94.8
1370063222	 240.0 	 51.7
1370063822	 240.0 	 51.5
1370064421	 360.0 	 51.4
1370065021	 240.0 	 94.3
1370065621	 120.0 	 145.5
1370066221	 240.0 	 94.0
1370066821	 240.0 	 52.3
1370067421	 240.0 	 52.1
1370068021	 120.0 	 52.2
1370068621	 240.0 	 52.1
1370069221	 240.0 	 94.7
1370069821	 240.0 	 51.6
1370070421	 120.0 	 51.7
1370071021	 240.0 	 96.8
1370071621	 360.0 	 96.1
1370072221	 120.0 	 97.2
1370072821	 120.0 	 51.7
1370073421	 240.0 	 81.3
1370074021	 240.0 	 78.5
1370074621	 240.0 	 78.3
1370075221	 240.0 	 77.3
1370075821	 240.0 	 114.3
1370076421	 240.0 	 110.4
1370077021	 240.0 	 110.3
1370077621	 240.0 	 62.7
1370078221	 240.0 	 52.1
1370078821	 360.0 	 97.1
1370079421	 360.0 	 52.1
1370080021	 120.0 	 52.0
1370080621	 240.0 	 52.0
1370081221	 360.0 	 51.9
1370081821	 240.0 	 80.6
1370082421	 240.0 	 166.9
1370083021	 360.0 	 122.2
1370083621	 360.0 	 76.2
1370084221	 240.0 	 70.3
1370084821	 120.0 	 65.8
1370085421	 240.0 	 107.8
1370086021	 360.0 	 59.8
1370086621	 360.0 	 52.0
1370087221	 120.0 	 51.8
1370087821	 240.0 	 96.3
1370088421	 360.0 	 145.1
1370089021	 240.0 	 94.7
1370089621	 120.0 	 0.0
1370090221	 240.0 	 80.1
1370090821	 360.0 	 79.4
1370091421	 240.0 	 78.2
1370092021	 120.0 	 116.6
1370092621	 120.0 	 67.9
1370093221	 360.0 	 96.0
1370093821	 240.0 	 109.2
1370094421	 120.0 	 51.9
1370095021	 240.0 	 98.8
1370095621	 480.0 	 55.3
1370096221	 240.0 	 52.0
1370096821	 120.0 	 51.9
1370097421	 240.0 	 51.7
1370098021	 240.0 	 81.7
1370098621	 120.0 	 121.3
1370099221	 240.0 	 123.0
1370099821	 360.0 	 121.6
1370100421	 360.0 	 71.5
1370101021	 120.0 	 65.8
1370101621	 240.0 	 109.1
1370102221	 240.0 	 62.3
1370102821	 360.0 	 51.7
1370103421	 360.0 	 51.6
1370104021	 240.0 	 51.5
1370104621	 120.0 	 95.8
1370105221	 240.0 	 140.0
1370105821	 240.0 	 52.0
1370106421	 120.0 	 51.4
1370107021	 240.0 	 51.6
1370107621	 240.0 	 51.5
1370108221	 240.0 	 97.9
1370108821	 360.0 	 51.9
1370109421	 360.0 	 51.9
1370110021	 240.0 	 52.0
1370110621	 240.0 	 97.6
1370111221	 240.0 	 90.8
1370111821	 240.0 	 95.3
1370112421	 120.0 	 58.5
1370113021	 120.0 	 58.6
1370113621	 120.0 	 58.7
1370114221	 360.0 	 58.9
1370114821	 240.0 	 168.6
1370115421	 120.0 	 60.8
1370116021	 240.0 	 102.1
1370116621	 240.0 	 103.3
1370117221	 240.0 	 58.3
1370117821	 120.0 	 58.4
1370118421	 240.0 	 0.0
1370119021	 120.0 	 58.3
1370119621	 240.0 	 59.3
1370120221	 240.0 	 0.0
1370120821	 360.0 	 59.6
1370121421	 240.0 	 170.1
1370122021	 240.0 	 104.9
1370122621	 240.0 	 59.4
1370123221	 360.0 	 59.3
1370123821	 120.0 	 59.4
1370124421	 120.0 	 59.2
1370125021	 240.0 	 101.6
1370125621	 360.0 	 59.0
1370126221	 120.0 	 58.9
1370126821	 120.0 	 58.8
1370127421	 240.0 	 103.9
1370128021	 240.0 	 149.2
1370128621	 360.0 	 59.6
1370129221	 240.0 	 59.6
1370129821	 240.0 	 0.0
1370130421	 240.0 	 59.5
1370131021	 360.0 	 59.4
1370131621	 360.0 	 102.4
1370132221	 240.0 	 59.5
1370132821	 240.0 	 103.8
1370133421	 240.0 	 104.6
1370134021	 360.0 	 59.6
1370134621	 120.0 	 104.0
1370135221	 120.0 	 59.5
1370135821	 120.0 	 59.6
1370136421	 240.0 	 59.3
1370137021	 120.0 	 59.3
1370137621	 360.0 	 58.5
1370138221	 240.0 	 101.2
1370138821	 120.0 	 100.1
1370139421	 240.0 	 59.9
1370140021	 360.0 	 58.7
1370140621	 240.0 	 58.6
1370141221	 120.0 	 104.5
1370141821	 240.0 	 58.9
1370142421	 360.0 	 59.1
1370143021	 240.0 	 59.1
1370143621	 120.0 	 59.3
1370144221	 240.0 	 103.8
1370144821	 360.0 	 140.1
1370145421	 120.0 	 51.4
1370146021	 120.0 	 51.2
1370146621	 240.0 	 51.3
1370147221	 360.0 	 51.5
1370147821	 240.0 	 97.9
1370148421	 240.0 	 54.8
1370149021	 480.0 	 51.4
1370149621	 120.0 	 51.5
1370150221	 120.0 	 97.3
1370150822	 240.0 	 51.5
1370151422	 360.0 	 95.1
1370152022	 120.0 	 51.3
1370152622	 120.0 	 51.2
1370153222	 360.0 	 51.6
1370153822	 240.0 	 51.7
1370154422	 120.0 	 99.9
1370155022	 240.0 	 83.3
1370155622	 360.0 	 96.3
1370156222	 120.0 	 96.2
1370156822	 240.0 	 51.0
1370157422	 240.0 	 51.4
1370158022	 360.0 	 0.0
1370158622	 240.0 	 51.3
1370159222	 360.0 	 51.1
1370159822	 120.0 	 0.0
1370160422	 240.0 	 50.9
1370161022	 120.0 	 50.8
1370161622	 240.0 	 138.7
1370162222	 240.0 	 51.4
1370162822	 240.0 	 51.4
1370163422	 240.0 	 82.5
1370164022	 240.0 	 51.0
1370164622	 360.0 	 96.0
1370165222	 240.0 	 51.6
1370165822	 240.0 	 51.1
1370166422	 120.0 	 51.2
1370167022	 360.0 	 95.2
1370167622	 120.0 	 95.9
1370168222	 120.0 	 94.2
1370168822	 240.0 	 51.2
1370169422	 360.0 	 51.2
1370170022	 120.0 	 51.6
1370170622	 120.0 	 51.7
1370171222	 240.0 	 97.6
1370171822	 120.0 	 51.7
1370172422	 240.0 	 51.5
1370173022	 360.0 	 97.5
1370173622	 240.0 	 51.8
1370174222	 120.0 	 51.9
1370174822	 240.0 	 94.3
1370175422	 240.0 	 52.0
1370176022	 240.0 	 52.0
1370176622	 360.0 	 51.1
1370177222	 240.0 	 51.2
1370177822	 360.0 	 96.1
1370178422	 240.0 	 95.8
1370179022	 240.0 	 96.2
1370179622	 240.0 	 51.5
1370180222	 240.0 	 51.4
1370180822	 360.0 	 51.9
1370181422	 240.0 	 95.0
1370182022	 240.0 	 51.5
1370182622	 240.0 	 51.3
1370183222	 240.0 	 51.5
1370183822	 240.0 	 94.1
1370184422	 360.0 	 144.2
1370185022	 120.0 	 86.5
1370185622	 120.0 	 51.3
1370186222	 360.0 	 51.2
1370186822	 120.0 	 51.3
1370187422	 240.0 	 51.5
1370188022	 240.0 	 94.5
1370188622	 240.0 	 51.5
1370189222	 240.0 	 51.0
1370189822	 240.0 	 95.6
1370190422	 240.0 	 95.0
1370191022	 240.0 	 83.4
1370191622	 240.0 	 92.7
1370192222	 120.0 	 50.9
1370192822	 240.0 	 50.7
1370193422	 240.0 	 50.9
1370194022	 240.0 	 64.3
1370194622	 240.0 	 94.8
1370195222	 480.0 	 94.6
1370195822	 240.0 	 95.4
1370196422	 120.0 	 51.0
1370197022	 360.0 	 50.9
1370197622	 240.0 	 57.4
1370198222	 240.0 	 100.0
1370198822	 360.0 	 57.5
1370199422	 240.0 	 57.6
1370200022	 240.0 	 57.4
1370200622	 240.0 	 57.5
1370201222	 240.0 	 147.9
1370201822	 120.0 	 58.2
1370202422	 240.0 	 58.1
1370203022	 120.0 	 58.1
1370203622	 240.0 	 57.8
1370204222	 240.0 	 57.6
1370204822	 120.0 	 101.1
1370205422	 240.0 	 57.9
1370206022	 240.0 	 58.1
1370206622	 120.0 	 101.9
1370207222	 240.0 	 102.7
1370207822	 360.0 	 53.4
1370208422	 120.0 	 100.3
1370209022	 120.0 	 58.4
1370209622	 360.0 	 58.4
1370210222	 240.0 	 58.4
1370210822	 120.0 	 58.5
1370211422	 240.0 	 0.0
1370212022	 360.0 	 87.9
1370212622	 240.0 	 104.3
1370213222	 120.0 	 58.4
1370213822	 360.0 	 58.7
1370214422	 240.0 	 58.2
1370215022	 240.0 	 100.1
1370215622	 240.0 	 58.1
1370216222	 240.0 	 58.2
1370216822	 120.0 	 58.2
1370217422	 240.0 	 58.0
1370218022	 120.0 	 146.5
1370218622	 240.0 	 102.2
1370219222	 240.0 	 58.2
1370219822	 120.0 	 58.2
1370220422	 240.0 	 58.3
1370221022	 480.0 	 58.2
1370221622	 120.0 	 164.1
1370222222	 120.0 	 58.2
1370222822	 480.0 	 57.9
1370223422	 240.0 	 100.5
1370224022	 120.0 	 103.3
1370224622	 240.0 	 104.3
1370225222	 120.0 	 61.1
1370225822	 240.0 	 57.9
1370226422	 360.0 	 58.0
1370227022	 120.0 	 57.7
1370227622	 360.0 	 57.6
1370228222	 360.0 	 100.7
1370228822	 120.0 	 58.0
1370229422	 240.0 	 101.9
1370230022	 240.0 	 101.9
1370230622	 120.0 	 50.9
1370231222	 240.0 	 105.8
1370231822	 360.0 	 92.5
1370232422	 120.0 	 50.8
1370233022	 240.0 	 51.4
1370233621	 360.0 	 51.1
1370234221	 120.0 	 51.1
1370234821	 240.0 	 95.6
1370235421	 240.0 	 96.1
1370236021	 120.0 	 51.8
1370236621	 120.0 	 51.4
1370237221	 360.0 	 51.4
1370237821	 120.0 	 51.3
1370238421	 360.0 	 93.6
1370239021	 240.0 	 151.4
1370239621	 240.0 	 51.4
1370240221	 360.0 	 51.3
1370240821	 240.0 	 95.2
1370241421	 240.0 	 142.4
1370242021	 240.0 	 77.1
1370242621	 240.0 	 51.1
1370243221	 240.0 	 51.4
1370243821	 360.0 	 51.8
1370244421	 120.0 	 51.4
1370245021	 240.0 	 95.2
1370245621	 360.0 	 50.9
1370246221	 120.0 	 50.7
1370246821	 240.0 	 96.1
1370247421	 360.0 	 51.1
1370248021	 120.0 	 50.9
1370248621	 360.0 	 93.0
1370249221	 240.0 	 50.9
1370249821	 120.0 	 50.9
1370250421	 240.0 	 51.1
1370251021	 240.0 	 51.0
1370251621	 120.0 	 96.5
1370252221	 240.0 	 120.9
1370252821	 360.0 	 96.5
1370253421	 120.0 	 51.5
1370254021	 360.0 	 51.5
1370254621	 240.0 	 51.7
1370255221	 240.0 	 95.7
1370255821	 240.0 	 51.5
1370256421	 240.0 	 51.7
1370257021	 240.0 	 51.6
1370257621	 120.0 	 51.3
1370258221	 240.0 	 94.5
1370258821	 240.0 	 137.3
1370259421	 120.0 	 50.7
1370260021	 240.0 	 51.1
1370260621	 360.0 	 51.1
1370261221	 120.0 	 51.4
1370261821	 360.0 	 97.3
1370262421	 240.0 	 51.1
1370263021	 120.0 	 50.7
1370263621	 360.0 	 51.2
1370264221	 360.0 	 95.2
1370264821	 240.0 	 50.8
1370265421	 360.0 	 94.1
1370266021	 120.0 	 51.2
1370266621	 240.0 	 51.3
1370267221	 360.0 	 51.8
1370267821	 120.0 	 51.8
1370268421	 120.0 	 97.6
1370269021	 360.0 	 92.4
1370269621	 120.0 	 92.2
1370270221	 240.0 	 95.9
1370270821	 360.0 	 51.3
1370271421	 240.0 	 50.9
1370272021	 240.0 	 95.2
1370272621	 360.0 	 50.9
1370273221	 240.0 	 51.1
1370273821	 240.0 	 50.9
1370274421	 240.0 	 51.0
1370275021	 120.0 	 50.8
1370275621	 240.0 	 136.9
1370276221	 360.0 	 95.5
1370276821	 240.0 	 50.9
1370277421	 240.0 	 50.8
1370278021	 360.0 	 51.0
1370278621	 240.0 	 97.3
1370279221	 120.0 	 92.0
1370279821	 240.0 	 50.5
1370280421	 240.0 	 50.7
1370281021	 240.0 	 50.8
1370281621	 240.0 	 94.9
1370282221	 360.0 	 138.4
1370282821	 120.0 	 51.1
1370283421	 360.0 	 50.4
1370284021	 240.0 	 50.6
1370284621	 120.0 	 50.9
1370285221	 480.0 	 50.7
1370285821	 120.0 	 99.3
1370286421	 120.0 	 57.6
1370287021	 360.0 	 57.6
1370287621	 120.0 	 102.4
1370288221	 240.0 	 57.4
1370288821	 360.0 	 102.4
1370289421	 240.0 	 57.9
1370290021	 240.0 	 57.8
1370290621	 240.0 	 57.7
1370291221	 240.0 	 57.9
1370291821	 240.0 	 58.0
1370292421	 120.0 	 101.6
1370293021	 240.0 	 100.2
1370293621	 360.0 	 103.4
1370294221	 120.0 	 58.6
1370294821	 360.0 	 58.8
1370295421	 360.0 	 107.7
1370296021	 240.0 	 100.3
1370296621	 480.0 	 0.0
1370297221	 120.0 	 57.9
1370297821	 240.0 	 58.3
1370298421	 360.0 	 58.5
1370299021	 240.0 	 147.0
1370299621	 120.0 	 102.8
1370300221	 240.0 	 58.5
1370300821	 240.0 	 58.6
1370301421	 120.0 	 58.3
1370302021	 240.0 	 58.4
1370302621	 240.0 	 101.4
1370303221	 360.0 	 58.7
1370303821	 120.0 	 58.8
1370304421	 240.0 	 58.9
1370305021	 360.0 	 101.4
1370305621	 240.0 	 148.3
1370306221	 120.0 	 74.3
1370306821	 480.0 	 57.3
1370307421	 120.0 	 57.6
1370308021	 120.0 	 58.3
1370308621	 360.0 	 58.4
1370309221	 120.0 	 102.4
1370309821	 240.0 	 58.3
1370310421	 240.0 	 58.2
1370311021	 240.0 	 102.7
1370311621	 240.0 	 0.0
1370312221	 240.0 	 58.0
1370312821	 240.0 	 100.2
1370313421	 240.0 	 87.2
1370314021	 120.0 	 57.8
1370314621	 360.0 	 81.9
1370315221	 240.0 	 57.3
1370315821	 120.0 	 96.0
1370316421	 480.0 	 51.0
1370317021	 120.0 	 0.0
1370317621	 120.0 	 51.6
1370318221	 360.0 	 51.2
1370318821	 120.0 	 50.6
1370319421	 120.0 	 95.2
1370320021	 360.0 	 51.0
1370320621	 360.0 	 51.6
1370321221	 240.0 	 51.8
1370321821	 120.0 	 51.4
1370322421	 240.0 	 51.3
1370323021	 240.0 	 138.3
1370323621	 240.0 	 51.0
1370324221	 240.0 	 51.0
1370324821	 360.0 	 50.6
1370325421	 240.0 	 51.0
1370326021	 360.0 	 95.6
1370326621	 240.0 	 55.2
1370327221	 240.0 	 51.3
1370327821	 480.0 	 51.4
1370328421	 240.0 	 51.4
1370329021	 120.0 	 96.3
1370329621	 360.0 	 94.8
1370330221	 360.0 	 51.6
1370330821	 240.0 	 51.0
1370331421	 240.0 	 51.0
1370332021	 240.0 	 51.2
1370332621	 240.0 	 51.3
1370333221	 240.0 	 93.2
1370333821	 240.0 	 67.4
1370334421	 240.0 	 91.0
1370335021	 240.0 	 136.5
1370335621	 360.0 	 96.1
1370336221	 120.0 	 192.5
1370336821	 120.0 	 91.7
1370337421	 360.0 	 91.5
1370338021	 240.0 	 92.0
1370338621	 240.0 	 92.0
1370339221	 360.0 	 91.9
1370339821	 120.0 	 135.7
1370340421	 360.0 	 208.2
1370341021	 240.0 	 200.0
1370341621	 240.0 	 669.9
1370342221	 240.0 	 96.0
1370342821	 240.0 	 178.5
1370343421	 120.0 	 560.9
1370344021	 240.0 	 94.0
1370344621	 360.0 	 121.1
1370345221	 240.0 	 116.1
1370345821	 120.0 	 140.2
1370346421	 240.0 	 23.6
1370347021	 240.0 	 211.8
1370347621	 120.0 	 729.0
1370348221	 240.0 	 456.9
1370348821	 360.0 	 358.8
1370349421	 120.0 	 527.3
1370350021	 360.0 	 136.6
1370350621	 360.0 	 101.6
1370351221	 240.0 	 95.8
1370351821	 360.0 	 50.1
1370352421	 240.0 	 0.0
1370353021	 120.0 	 381.4
1370353621	 240.0 	 67.6
1370354221	 240.0 	 325.4
1370354821	 240.0 	 323.6
1370355421	 240.0 	 384.8
1370356021	 360.0 	 91.8
1370356621	 360.0 	 148.7
1370357221	 120.0 	 182.2
1370357821	 240.0 	 91.3
1370358421	 360.0 	 95.7
1370359021	 0.0 	 96.0
1370359621	 240.0 	 51.6
1370360221	 360.0 	 96.1
1370360821	 120.0 	 51.3
1370361421	 120.0 	 51.5
1370362021	 480.0 	 51.5
1370362621	 120.0 	 51.6
1370363221	 240.0 	 51.6
1370363821	 240.0 	 94.5
1370364421	 120.0 	 96.6
1370365021	 240.0 	 51.3
1370365621	 360.0 	 51.2
1370366221	 240.0 	 50.7
1370366821	 360.0 	 50.5
1370367421	 240.0 	 92.8
1370368021	 240.0 	 50.8
1370368621	 240.0 	 50.9
1370369221	 240.0 	 51.3
1370369821	 240.0 	 94.7
1370370421	 240.0 	 140.5
1370371021	 120.0 	 50.4
1370371621	 240.0 	 50.4
1370372221	 360.0 	 50.4
1370372821	 120.0 	 50.8
1370373421	 240.0 	 57.1
1370374021	 360.0 	 102.3
1370374621	 120.0 	 57.8
1370375221	 240.0 	 57.9
1370375821	 480.0 	 102.2
1370376421	 120.0 	 101.8
1370377021	 120.0 	 58.0
1370377621	 360.0 	 100.7
1370378221	 240.0 	 58.3
1370378821	 120.0 	 58.8
1370379421	 360.0 	 57.8
1370380021	 240.0 	 58.0
1370380621	 120.0 	 105.7
1370381221	 240.0 	 101.2
1370381821	 240.0 	 103.6
1370382421	 240.0 	 58.2
1370383021	 240.0 	 58.4
1370383621	 360.0 	 58.4
1370384221	 240.0 	 102.5
1370384821	 240.0 	 58.4
1370385421	 240.0 	 58.3
1370386021	 240.0 	 58.7
1370386621	 240.0 	 58.7
1370387221	 240.0 	 102.1
1370387821	 240.0 	 145.9
1370388421	 240.0 	 58.5
1370389021	 120.0 	 58.5
1370389621	 240.0 	 58.7
1370390221	 360.0 	 58.7
1370390821	 120.0 	 105.7
1370391421	 120.0 	 75.9
1370392021	 360.0 	 59.0
1370392621	 240.0 	 59.0
1370393221	 240.0 	 103.6
1370393821	 240.0 	 65.1
1370394421	 240.0 	 102.4
1370395021	 120.0 	 59.0
1370395621	 240.0 	 59.0
1370396221	 360.0 	 58.8
1370396821	 120.0 	 58.8
1370397421	 120.0 	 58.8
1370398021	 360.0 	 90.4
1370398621	 120.0 	 100.7
1370399221	 120.0 	 103.7
1370399821	 240.0 	 58.3
1370400421	 120.0 	 58.7
1370401021	 240.0 	 104.5
1370401621	 240.0 	 51.8
1370402221	 240.0 	 51.8
1370402821	 120.0 	 51.8
1370403421	 360.0 	 51.7
1370404021	 240.0 	 52.0
1370404621	 120.0 	 139.3
1370405221	 120.0 	 95.0
1370405821	 480.0 	 51.1
1370406421	 120.0 	 50.7
1370407021	 120.0 	 51.2
1370407621	 360.0 	 51.1
1370408221	 240.0 	 93.7
1370408821	 240.0 	 51.0
1370409421	 240.0 	 50.8
1370410021	 240.0 	 51.1
1370410621	 240.0 	 96.1
1370411221	 360.0 	 96.9
1370411821	 120.0 	 51.4
1370412421	 240.0 	 90.4
1370413021	 240.0 	 50.7
1370413621	 120.0 	 89.6
1370414221	 120.0 	 50.9
1370414821	 240.0 	 134.2
1370415421	 240.0 	 90.2
1370416021	 120.0 	 132.5
1370416621	 240.0 	 135.1
1370417221	 240.0 	 89.9
1370417821	 120.0 	 177.9
1370418421	 120.0 	 162.5
1370419021	 480.0 	 150.4
1370419621	 240.0 	 133.6
1370420221	 120.0 	 134.4
1370420821	 360.0 	 116.8
1370421421	 360.0 	 171.3
1370422021	 240.0 	 163.3
1370422621	 360.0 	 129.9
1370423221	 240.0 	 91.5
1370423821	 240.0 	 116.6
1370424421	 240.0 	 0.0
1370425021	 120.0 	 284.9
1370425621	 240.0 	 220.8
1370426221	 120.0 	 127.2
1370426821	 240.0 	 330.5
1370427421	 120.0 	 189.8
1370428021	 240.0 	 238.0
1370428621	 240.0 	 300.5
1370429221	 120.0 	 131.2
1370429821	 360.0 	 601.0
1370430421	 360.0 	 209.2
1370431021	 240.0 	 245.7
1370431621	 120.0 	 145.0
1370432221	 240.0 	 330.1
1370432821	 360.0 	 0.0
1370433421	 240.0 	 648.3
1370434021	 120.0 	 843.3
1370434621	 360.0 	 92.1
1370435221	 120.0 	 60.1
1370435821	 240.0 	 522.9
1370436421	 240.0 	 50.0
1370437021	 360.0 	 262.8
1370437621	 240.0 	 478.4
1370438221	 120.0 	 4.4
1370438821	 360.0 	 198.8
1370439421	 120.0 	 91.2
1370440021	 120.0 	 51.7
1370440621	 240.0 	 52.1
1370441221	 240.0 	 90.3
1370441821	 240.0 	 172.6
1370442421	 120.0 	 152.1
1370443021	 240.0 	 78.3
1370443621	 120.0 	 77.5
1370444221	 120.0 	 121.6
1370444821	 240.0 	 116.7
1370445421	 360.0 	 110.2
1370446021	 240.0 	 64.5
1370446621	 240.0 	 63.4
1370447221	 480.0 	 55.2
1370447821	 240.0 	 51.5
1370448421	 240.0 	 51.5
1370449021	 120.0 	 93.8
1370449621	 360.0 	 95.6
1370450221	 120.0 	 95.2
1370450821	 360.0 	 51.4
1370451421	 120.0 	 51.3
1370452021	 360.0 	 96.5
1370452621	 240.0 	 51.1
1370453221	 120.0 	 50.7
1370453821	 120.0 	 50.6
1370454421	 360.0 	 50.7
1370455021	 240.0 	 94.8
1370455621	 0.0 	 138.0
1370456221	 240.0 	 50.4
1370456821	 360.0 	 50.5
1370457421	 120.0 	 50.4
1370458021	 120.0 	 50.7
1370458621	 120.0 	 97.2
1370459221	 360.0 	 53.0
1370459821	 360.0 	 50.6
1370460421	 240.0 	 99.9
1370461021	 120.0 	 103.2
1370461621	 240.0 	 57.9
1370462221	 360.0 	 100.8
1370462821	 240.0 	 57.7
1370463421	 120.0 	 57.8
1370464021	 120.0 	 58.1
1370464621	 360.0 	 58.0
1370465221	 360.0 	 104.0
1370465821	 120.0 	 140.0
1370466421	 120.0 	 103.7
1370467021	 240.0 	 58.7
1370467621	 240.0 	 58.3
1370468221	 240.0 	 57.8
1370468821	 120.0 	 103.0
1370469421	 240.0 	 61.2
1370470021	 240.0 	 58.2
1370470621	 240.0 	 58.4
1370471221	 240.0 	 58.6
1370471821	 240.0 	 103.9
1370472421	 240.0 	 101.8
1370473021	 360.0 	 58.7
1370473621	 360.0 	 58.4
1370474221	 360.0 	 58.3
1370474821	 120.0 	 58.3
1370475421	 120.0 	 103.4
1370476021	 240.0 	 58.3
1370476621	 360.0 	 58.5
1370477221	 240.0 	 102.9
1370477821	 240.0 	 102.9
1370478421	 120.0 	 58.7
1370479021	 240.0 	 101.9
1370479621	 240.0 	 58.7
1370480221	 240.0 	 58.6
1370480821	 120.0 	 58.7
1370481421	 120.0 	 58.4
1370482021	 360.0 	 107.6
1370482621	 240.0 	 133.9
1370483221	 240.0 	 103.5
1370483821	 240.0 	 58.7
1370484421	 120.0 	 57.2
1370485021	 240.0 	 58.4
1370485621	 240.0 	 102.9
1370486221	 240.0 	 58.1
1370486821	 240.0 	 58.0
1370487421	 120.0 	 51.3
1370488021	 240.0 	 95.2
1370488621	 240.0 	 96.3
1370489221	 240.0 	 94.1
1370489821	 120.0 	 51.5
1370490421	 240.0 	 51.3
1370491021	 240.0 	 51.2
1370491621	 240.0 	 50.4
1370492221	 240.0 	 98.8
1370492821	 120.0 	 78.3
1370493421	 240.0 	 94.7
1370494021	 240.0 	 97.2
1370494621	 240.0 	 51.3
1370495221	 120.0 	 51.3
1370495821	 120.0 	 94.6
1370496421	 360.0 	 51.1
1370497021	 240.0 	 50.9
1370497621	 360.0 	 51.1
1370498221	 240.0 	 51.1
1370498821	 240.0 	 89.1
1370499421	 240.0 	 138.0
1370500021	 240.0 	 88.9
1370500621	 120.0 	 50.8
1370501221	 240.0 	 88.8
1370501821	 240.0 	 51.3
1370502421	 240.0 	 169.7
1370503021	 240.0 	 56.2
1370503621	 120.0 	 126.9
1370504221	 240.0 	 51.6
1370504821	 120.0 	 172.6
1370505421	 240.0 	 51.1
1370506021	 240.0 	 170.1
1370506621	 120.0 	 51.4
1370507221	 360.0 	 126.9
1370507821	 360.0 	 51.3
1370508421	 240.0 	 125.8
1370509021	 120.0 	 167.7
1370509621	 240.0 	 158.4
1370510221	 240.0 	 157.6
1370510821	 240.0 	 105.0
1370511421	 240.0 	 111.0
1370512021	 120.0 	 110.5
1370512621	 240.0 	 156.0
1370513221	 120.0 	 112.6
1370513821	 240.0 	 112.4
1370514421	 240.0 	 110.9
1370515021	 240.0 	 131.3
1370515621	 240.0 	 171.4
1370516221	 360.0 	 148.2
1370516821	 240.0 	 109.8
1370517421	 240.0 	 113.4
1370518021	 240.0 	 132.1
1370518621	 120.0 	 116.6
1370519221	 240.0 	 176.0
1370519821	 120.0 	 61.3
1370520421	 120.0 	 128.1
1370521021	 240.0 	 140.9
1370521621	 120.0 	 160.1
1370522221	 240.0 	 98.1
1370522821	 240.0 	 154.3
1370523421	 240.0 	 103.3
1370524021	 240.0 	 96.5
1370524621	 240.0 	 120.2
1370525221	 360.0 	 95.5
1370525821	 240.0 	 0.0
1370526421	 240.0 	 166.5
1370527021	 240.0 	 152.2
1370527621	 240.0 	 52.1
1370528221	 120.0 	 97.6
1370528821	 120.0 	 52.6
1370529421	 120.0 	 97.4
1370530021	 240.0 	 51.3
1370530621	 360.0 	 51.9
1370531221	 240.0 	 51.4
1370531821	 240.0 	 96.6
1370532421	 120.0 	 96.2
1370533021	 360.0 	 94.5
1370533621	 240.0 	 51.6
1370534221	 120.0 	 51.9
1370534821	 240.0 	 51.7
1370535421	 360.0 	 51.5
1370536021	 360.0 	 101.4
1370536621	 120.0 	 93.2
1370537221	 240.0 	 96.3
1370537821	 120.0 	 95.9
1370538421	 120.0 	 50.6
1370539021	 240.0 	 51.3
1370539621	 480.0 	 96.0
1370540221	 120.0 	 51.6
1370540821	 120.0 	 51.3
1370541421	 120.0 	 51.6
1370542021	 240.0 	 51.2
1370542621	 120.0 	 96.5
1370543221	 240.0 	 138.7
1370543821	 240.0 	 51.4
1370544421	 240.0 	 51.7
1370545021	 120.0 	 51.9
1370545621	 120.0 	 52.1
1370546221	 120.0 	 97.2
1370546821	 360.0 	 58.5
1370547421	 120.0 	 58.0
1370548021	 120.0 	 104.2
1370548621	 360.0 	 102.5
1370549221	 240.0 	 58.2
1370549821	 120.0 	 165.0
1370550421	 240.0 	 58.7
1370551021	 240.0 	 58.2
1370551621	 120.0 	 58.4
1370552221	 120.0 	 58.2
1370552821	 120.0 	 108.3
1370553421	 120.0 	 144.7
1370554021	 360.0 	 102.4
1370554621	 120.0 	 58.0
1370555221	 240.0 	 58.3
1370555821	 240.0 	 58.2
1370556421	 240.0 	 102.0
1370557021	 240.0 	 58.2
1370557621	 360.0 	 58.2
1370558221	 120.0 	 58.4
1370558821	 120.0 	 104.0
1370559421	 240.0 	 228.7
1370560021	 240.0 	 100.4
1370560621	 240.0 	 58.4
1370561221	 240.0 	 58.6
1370561821	 240.0 	 58.3
1370562421	 240.0 	 58.7
1370563021	 240.0 	 104.5
1370563621	 360.0 	 58.7
1370564221	 240.0 	 104.4
1370564821	 120.0 	 103.5
1370565421	 240.0 	 58.7
1370566021	 240.0 	 58.9
1370566621	 120.0 	 101.5
1370567221	 120.0 	 58.7
1370567821	 360.0 	 58.7
1370568421	 360.0 	 58.8
1370569021	 240.0 	 58.7
1370569621	 120.0 	 150.0
1370570221	 120.0 	 103.1
1370570821	 240.0 	 58.8
1370571421	 120.0 	 58.5
